cv_cct,c_nombre,cv_tipo,c_tipo,cv_administrativa,c_administrativa,cv_estatus,c_estatus,cv_motivo,c_motivo,cv_motivon2,c_descripcnmotivo,inmueble_cv_inmueble,inmueble_cv_vialidad_principal,inmueble_c_vialidad_principal,inmueble_cv_vialidad_derecha,inmueble_c_vialidad_derecha,inmueble_cv_vialidad_izquierda,inmueble_c_vialidad_izquierda,inmueble_cv_vialidad_posterior,inmueble_c_vialidad_posterior,inmueble_n_extnum,inmueble_c_extalf,inmueble_n_intnum,inmueble_c_intalf,inmueble_cv_ent,inmueble_c_nom_ent,inmueble_cv_mun,inmueble_c_nom_mun,inmueble_cv_loc,inmueble_c_nom_loc,inmueble_cv_asen,inmueble_c_nom_asen,inmueble_cv_codigo_postal,inmueble_c_desc_ubicacion,latitud,longitud,sostenimiento_cv_control,sostenimiento_c_control,sostenimiento_cv_subcontrol,sostenimiento_c_subcontrol,sostenimiento_cv_dependencian1,sostenimiento_c_dependencian1,sostenimiento_cv_dependencian2,sostenimiento_c_dependencian2,sostenimiento_cv_dependencian3,sostenimiento_c_dependencian3,sostenimiento_cv_dependencian4,sostenimiento_c_dependencian4,sostenimiento_cv_dependencian5,sostenimiento_cv_servicio,sostenimiento_c_servicio,depoperativa_cv_dependencian1,depoperativa_c_dependencian1,depoperativa_cv_dependencian2,depoperativa_c_dependencian2,depoperativa_cv_dependencian3,depoperativa_c_dependencian3,depoperativa_cv_dependencian4,depoperativa_c_dependencian4,depoperativa_cv_dependencian5,contacto_c_curp,contacto_c_rfc,contacto_c_nombre,contacto_c_apellido1,contacto_c_apellido2,contacto_c_email,contacto_c_telefono,contacto_c_celular,contacto_c_extension,contacto_c_pweb,serreg_cv_cct,jefsec_cv_cct,supervision_cv_cct,institucion,c_tuno_01,c_tuno_2,c_tuno_3,tiponivelsub_cv_servicion1,tiponivelsub_c_servicion1,tiponivelsub_cv_servicion2,tiponivelsub_c_servicion2,tiponivelsub_cv_servicion3,tiponivelsub_c_servicion3,caracteristca_cv_caracterizan1,caracteristca_c_caracterizan1,caracteristca_cv_caracterizan2,caracteristca_c_caracterizan2,fn_inmueble_c_extalf,fn_inmueble_c_intalf,fn_sostenimiento_cv_servicio
01ETK0023Z,TELEBACHILLERATO COMUNITARIO PASO BLANCO,9,ESCUELA,1,AGUASCALIENTES,0,INACTIVO,3,CAUSAS ADMINISTRATIVAS,5,OTRA ESPECIFIQUE,01INM9208C,1267267,CALLE 16 DE SEPTIEMBRE,1301590,CALLE NUEVA,1335913,CALLE GUADALUPE VICTORIA,1370236,NINGUNO NINGUNO,0,SN,0,,1,AGUASCALIENTES,5,JESÚS MARÍA,66,PASO BLANCO,1.0,NINGUNO,20905,,21.973611,-102.316944,1.0,PÚBLICO,2.0,ESTATAL,1.0,GOBIERNO DEL ESTADO,2.0,OTROS ORGANISMOS ESTATALES,1.0,ORGANISMOS DESCENTRALIZADOS DEL GOBIERNO DEL ESTADO,0.0,,0.0,9999,SERVICIO EDUCATIVO,1,PRESIDENCIA DE LA REPÚBLICA,2,SECRETARÍA DE EDUCACIÓN PÚBLICA,2,SUBSECRETARÍA DE EDUCACIÓN MEDIA  SUPERIOR,2,DIRECCIÓN GENERAL DEL BACHILLERATO,0,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,,TESTADO,,,,,,01MMS0095J,MATUTINO,,,3.0,MEDIA SUPERIOR,1.0,MEDIA SUPERIOR,1.0,BACHILLERATO GENERAL,1.0,SERVICIOS,35.0,TELEBACHILLERATO COMUNITARIO,,,9999.0
01ADG0103K,COORDINACION DE RELACIONES PUBLICAS,6,ADMINISTRATIVO,1,AGUASCALIENTES,0,INACTIVO,3,CAUSAS ADMINISTRATIVAS,5,OTRA ESPECIFIQUE,01INM91E86,1266752,AVENIDA TECNOLOGICO,1301075,AVENIDA OJOCALIENTE,1335398,NINGUNO NINGUNO,1369721,AVENIDA AGUASCALIENTES ORIENTE,601,,0,,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,135.0,OJOCALIENTE I,20190,,21.871209,-102.252712,1.0,PÚBLICO,5.0,FEDERAL TRANSFERIDO,1.0,PRESIDENCIA DE LA REPÚBLICA,2.0,SECRETARÍA DE EDUCACIÓN PÚBLICA,0.0,,0.0,,0.0,A10,CONDUCCION Y COORDINACION GENERAL,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,,,TESTADO,TESTADO,TESTADO,,TESTADO,,,,,,,,DISCONTINUO,,,,,,,,,,,,,,,
01DCE0002M,CENTRO REGIONAL DE EDUCACION NORMAL,9,ESCUELA,1,AGUASCALIENTES,0,INACTIVO,3,CAUSAS ADMINISTRATIVAS,5,OTRA ESPECIFIQUE,01INM91F19,1266899,AVENIDA DE LOS MAESTROS,1301222,NINGUNO NINGUNO,1335545,NINGUNO NINGUNO,1369868,NINGUNO NINGUNO,0,SN,0,,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,268.0,NINGUNO,20210,,21.521139,-102.175002,1.0,PÚBLICO,5.0,FEDERAL TRANSFERIDO,1.0,PRESIDENCIA DE LA REPÚBLICA,2.0,SECRETARÍA DE EDUCACIÓN PÚBLICA,0.0,,0.0,,0.0,9999,SERVICIO EDUCATIVO,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,,,TESTADO,TESTADO,TESTADO,,TESTADO,,,,,,,01MSU9001W,DISCONTINUO,,,4.0,SUPERIOR,1.0,SUPERIOR,1.0,LICENCIATURA Y POSGRADO,0.0,NO APLICA,0.0,NO APLICA,,,9999.0
01DJN0366L,JARDIN DE NIÑOS 19 DE MARZO DE 1997,9,ESCUELA,1,AGUASCALIENTES,0,INACTIVO,3,CAUSAS ADMINISTRATIVAS,5,OTRA ESPECIFIQUE,01INM03565,132060,CALLE ALUBIA,488412,CALLE CHILE,759296,CALLE 2,853891,NINGUNO NINGUNO,101,,0,,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,1.0,AGUA CLARA,20263,,21.521139,-102.175002,1.0,PÚBLICO,5.0,FEDERAL TRANSFERIDO,1.0,PRESIDENCIA DE LA REPÚBLICA,2.0,SECRETARÍA DE EDUCACIÓN PÚBLICA,0.0,,0.0,,0.0,9999,SERVICIO EDUCATIVO,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,,,TESTADO,TESTADO,TESTADO,,,,,,01ADG0013S,,01FZP0029H,,VESPERTINO,,,2.0,BÁSICA,1.0,PREESCOLAR,1.0,GENERAL,0.0,NO APLICA,0.0,NO APLICA,,,9999.0
01DTV0175K,ETV NUM. 175 JAVIER PIÑA Y PALACIOS,9,ESCUELA,1,AGUASCALIENTES,0,INACTIVO,3,CAUSAS ADMINISTRATIVAS,5,OTRA ESPECIFIQUE,01INM920F8,1267375,CALLE CARRETERA A SAN LUIS POTOSI KILOMETRO 2,1301698,NINGUNO NINGUNO,1336021,NINGUNO NINGUNO,1370344,NINGUNO NINGUNO,0,SN,0,,1,AGUASCALIENTES,10,EL LLANO,1,PALO ALTO,9.0,NINGUNO,20330,,91.315972,0.0,1.0,PÚBLICO,5.0,FEDERAL TRANSFERIDO,1.0,PRESIDENCIA DE LA REPÚBLICA,2.0,SECRETARÍA DE EDUCACIÓN PÚBLICA,0.0,,0.0,,0.0,9999,SERVICIO EDUCATIVO,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,,,TESTADO,TESTADO,TESTADO,,,,,,01ADG0022Z,,01FTV0018S,,MATUTINO,,,2.0,BÁSICA,3.0,SECUNDARIA,3.0,TELESECUNDARIA,0.0,NO APLICA,0.0,NO APLICA,,,9999.0
01FEI0065Q,EDUCACION INICIAL DE CONAFE NO ESCOLARIZADO,9,ESCUELA,1,AGUASCALIENTES,0,INACTIVO,1,FALTA DE ALUMNOS,1,SERVICIO EDUCATIVO CERCANO,01INM042C8,55561,NINGUNO NINGUNO,322562,NINGUNO NINGUNO,589169,NINGUNO NINGUNO,856434,NINGUNO NINGUNO,0,DOMICILIO CONOCIDO,0,,1,AGUASCALIENTES,8,SAN JOSÉ DE GRACIA,30,TÚNEL DE POTRERILLO,1.0,NINGUNO,0,,0.926308,102.415556,1.0,PÚBLICO,1.0,FEDERAL,1.0,PRESIDENCIA DE LA REPÚBLICA,2.0,SECRETARÍA DE EDUCACIÓN PÚBLICA,6.0,ORGANISMOS DESCENTRALIZADOS DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA,9.0,CONSEJO NACIONAL DE FOMENTO EDUCATIVO,0.0,9999,SERVICIO EDUCATIVO,1,PRESIDENCIA DE LA REPÚBLICA,2,SECRETARÍA DE EDUCACIÓN PÚBLICA,6,ORGANISMOS DESCENTRALIZADOS DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA,9,CONSEJO NACIONAL DE FOMENTO EDUCATIVO,0,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,,,,,,,,,,MATUTINO,,,1.0,INICIAL,1.0,INICIAL,3.0,INICIAL NO ESCOLARIZADA,1.0,SERVICIOS,16.0,ATENCIÓN A PADRES,,,9999.0
01FEI0096J,EDUCACION INICIAL DE CONAFE NO ESCOLARIZADO,9,ESCUELA,1,AGUASCALIENTES,0,INACTIVO,1,FALTA DE ALUMNOS,1,SERVICIO EDUCATIVO CERCANO,01INM0427D,55527,NINGUNO NINGUNO,322512,NINGUNO NINGUNO,589130,NINGUNO NINGUNO,856370,NINGUNO NINGUNO,0,DOMICILIO CONOCIDO,0,,1,AGUASCALIENTES,7,RINCÓN DE ROMOS,251,LOS MORALES,1.0,NINGUNO,20427,,22.296944,-102.248889,1.0,PÚBLICO,1.0,FEDERAL,1.0,PRESIDENCIA DE LA REPÚBLICA,2.0,SECRETARÍA DE EDUCACIÓN PÚBLICA,6.0,ORGANISMOS DESCENTRALIZADOS DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA,9.0,CONSEJO NACIONAL DE FOMENTO EDUCATIVO,0.0,9999,SERVICIO EDUCATIVO,1,PRESIDENCIA DE LA REPÚBLICA,2,SECRETARÍA DE EDUCACIÓN PÚBLICA,6,ORGANISMOS DESCENTRALIZADOS DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA,9,CONSEJO NACIONAL DE FOMENTO EDUCATIVO,0,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,,,,,,,,,,MATUTINO,,,1.0,INICIAL,1.0,INICIAL,3.0,INICIAL NO ESCOLARIZADA,1.0,SERVICIOS,16.0,ATENCIÓN A PADRES,,,9999.0
01KJN0271H,PREESCOLAR COMUNITARIO,9,ESCUELA,1,AGUASCALIENTES,0,INACTIVO,1,FALTA DE ALUMNOS,1,SERVICIO EDUCATIVO CERCANO,01INM04307,132539,CALLE INVIERNO,322599,NINGUNO NINGUNO,589221,NINGUNO NINGUNO,856490,NINGUNO NINGUNO,0,SN,0,,1,AGUASCALIENTES,9,TEPEZALÁ,9,EL CARMEN,1.0,NINGUNO,20631,,22.244444,-102.220556,1.0,PÚBLICO,1.0,FEDERAL,1.0,PRESIDENCIA DE LA REPÚBLICA,2.0,SECRETARÍA DE EDUCACIÓN PÚBLICA,6.0,ORGANISMOS DESCENTRALIZADOS DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA,9.0,CONSEJO NACIONAL DE FOMENTO EDUCATIVO,0.0,9999,SERVICIO EDUCATIVO,1,PRESIDENCIA DE LA REPÚBLICA,2,SECRETARÍA DE EDUCACIÓN PÚBLICA,6,ORGANISMOS DESCENTRALIZADOS DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA,9,CONSEJO NACIONAL DE FOMENTO EDUCATIVO,0,,,TESTADO,TESTADO,,,,,,,,,,,MATUTINO,,,2.0,BÁSICA,1.0,PREESCOLAR,2.0,COMUNITARIO,0.0,NO APLICA,0.0,NO APLICA,,,9999.0
01NDI0001P,CENTRO 200 IMSS NUM. 1,9,ESCUELA,1,AGUASCALIENTES,1,ACTIVO,0,,0,,01INM03680,182553,AVENIDA CONVENCION,528491,CALLE JOSE MA. CHAVEZ,759110,CALLE MIGUEL CALDERA,1089091,CALLE JARDIN DEL ESTUDIANTE,0,SN,0,,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,107.0,LINDAVISTA,20270,,21.865855,-102.291221,1.0,PÚBLICO,1.0,FEDERAL,1.0,PRESIDENCIA DE LA REPÚBLICA,5.0,ORGANISMO DESCENTRALIZADO NO SECTORIZADO,2.0,INSTITUTO MEXICANO DEL SEGURO SOCIAL,0.0,,0.0,9999,SERVICIO EDUCATIVO,1,PRESIDENCIA DE LA REPÚBLICA,7,ORGANISMO DESCENTRALIZADO DE LA ADMINISTRACIÓN PÚBLICA FEDERAL,0,,0,,0,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,,,,01ADG0007H,,01FCJ0002W,,MATUTINO,,,1.0,INICIAL,1.0,INICIAL,1.0,LACTANTE Y MATERNAL,0.0,NO APLICA,0.0,NO APLICA,,,9999.0
01FIZ0036H,INSPECCION DE PRIMARIAS NUM. 36,1,SUPERVISION DE ZONA DE EDUCACION,1,AGUASCALIENTES,1,ACTIVO,0,,0,,01INM92027,1267167,CALLE ARTICULO 115 CONSTITUCIONAL,1301490,BOULEVARD RODOLFO LANDEROS,1335813,CALLE DEL CARMEN,1370136,NINGUNO NINGUNO,0,SN,0,,1,AGUASCALIENTES,3,CALVILLO,1,CALVILLO,6.0,DEL CARMEN,20800,,21.846357,-102.710938,1.0,PÚBLICO,5.0,FEDERAL TRANSFERIDO,1.0,PRESIDENCIA DE LA REPÚBLICA,2.0,SECRETARÍA DE EDUCACIÓN PÚBLICA,0.0,,0.0,,0.0,F106,SUPERVISIÓN DE ZONA DE EDUCACIÓN PRIMARIA GENERAL,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,,,,01ADG0020B,,,,DISCONTINUO,,,,,,,,,,,,,,,
01FUE0002Z,MESAS TECNICAS,17,CENTRO DE MAESTROS,1,AGUASCALIENTES,1,ACTIVO,0,,0,,01INM91EA9,1266787,CALLE UNO,1301110,NINGUNO NINGUNO,1335433,NINGUNO NINGUNO,1369756,NINGUNO NINGUNO,0,SN,0,,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,160.0,PRIMO VERDAD,20130,,21.868245,-102.271051,1.0,PÚBLICO,5.0,FEDERAL TRANSFERIDO,1.0,PRESIDENCIA DE LA REPÚBLICA,2.0,SECRETARÍA DE EDUCACIÓN PÚBLICA,0.0,,0.0,,0.0,F54,OFRECER Y DIFUNDIR CURSOS DE ACTUALIZACION A LOS DOCENTES EN SERVICIO,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,,,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,,,,,,,,DISCONTINUO,,,,,,,,,,,,,,,
01FZF0007P,INSPECCION DE EDUCACION FISICA NUM. 7,1,SUPERVISION DE ZONA DE EDUCACION,1,AGUASCALIENTES,1,ACTIVO,0,,0,,01INM036AA,183217,CALLE MARIANO JIMENEZ,528250,CALLE 3 DE JULIO,797432,AVENIDA HEROE INMORTAL,1088983,CALLE 3 DE SEPTIEMBRE,0,SN,0,,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,124.0,MORELOS I,20298,,21.851854,-102.28204,1.0,PÚBLICO,5.0,FEDERAL TRANSFERIDO,1.0,PRESIDENCIA DE LA REPÚBLICA,2.0,SECRETARÍA DE EDUCACIÓN PÚBLICA,0.0,,0.0,,0.0,F95,SUPERVISAR LA EDUCACION FISICA EN LAS ESCUELAS DE EDUCACION BASICA,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,,,TESTADO,TESTADO,TESTADO,,TESTADO,,,,01ADG0013S,,,,DISCONTINUO,,,,,,,,,,,,,,,
01PBH0094W,CENTRO DE ENSEÑANZA FCO. I. MADERO PLANTEL PREPARATORIA II,9,ESCUELA,1,AGUASCALIENTES,0,INACTIVO,1,FALTA DE ALUMNOS,1,SERVICIO EDUCATIVO CERCANO,01INM91ED8,1266834,CALLE GENERAL IGNACIO ALLENDE,1301157,CALLE VICTORIA,1335480,CALLE 5 DE MAYO,1369803,CALLE RIVERO Y GUTIÉRREZ,103,,0,,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,242.0,ZONA CENTRO,20000,,21.882023,-102.297204,2.0,PRIVADO,1.0,PRIVADO,1.0,INICIATIVA PRIVADA,1.0,ASOCIACIÓN CIVIL,0.0,,0.0,,0.0,9999,SERVICIO EDUCATIVO,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,,,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,,,,,,,01MMS0222P,MATUTINO,VESPERTINO,,3.0,MEDIA SUPERIOR,1.0,MEDIA SUPERIOR,1.0,BACHILLERATO GENERAL,0.0,NO APLICA,0.0,NO APLICA,,,9999.0
01DJN0314F,ELOISA BARBOSA CHAVEZ,9,ESCUELA,1,AGUASCALIENTES,1,ACTIVO,0,,0,,01INM03B14,182863,CALLE BARRANCA,528324,CALLE CARPA,759163,CALLE LA BARRANCA,854778,NINGUNO NINGUNO,0,SN,0,,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,879.0,OJOCALIENTE 3A SECCION,20196,,21.875699,-102.245483,1.0,PÚBLICO,5.0,FEDERAL TRANSFERIDO,1.0,PRESIDENCIA DE LA REPÚBLICA,2.0,SECRETARÍA DE EDUCACIÓN PÚBLICA,0.0,,0.0,,0.0,9999,SERVICIO EDUCATIVO,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,,,01ADG0012T,01FJZ0003F,01FZP0028I,,MATUTINO,,,2.0,BÁSICA,1.0,PREESCOLAR,1.0,GENERAL,0.0,NO APLICA,0.0,NO APLICA,,,9999.0
01DJN0331W,ERNESTINA MACIAS CHAVEZ,9,ESCUELA,1,AGUASCALIENTES,1,ACTIVO,0,,0,,01INM91F67,1266977,CALLE HACIENDA SAN JOSE DE GUADALUPE,1301300,CALLE HACIENDA EL MEZQUITE,1335623,AVENIDA HACIENDA DE OJOCALIENTE,1369946,CALLE HACIENDA EL SOYATAL,0,SN,0,,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,840.0,HACIENDAS DE AGUASCALIENTES 1A SECCION,20133,,21.888499,-102.245458,1.0,PÚBLICO,5.0,FEDERAL TRANSFERIDO,1.0,PRESIDENCIA DE LA REPÚBLICA,2.0,SECRETARÍA DE EDUCACIÓN PÚBLICA,0.0,,0.0,,0.0,9999,SERVICIO EDUCATIVO,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,,,01ADG0012T,01FJZ0003F,01FZP0028I,,MATUTINO,,,2.0,BÁSICA,1.0,PREESCOLAR,1.0,GENERAL,0.0,NO APLICA,0.0,NO APLICA,,,9999.0
01PDI0054S,C.A.I. JUGANDO APRENDEMOS,9,ESCUELA,1,AGUASCALIENTES,0,INACTIVO,3,CAUSAS ADMINISTRATIVAS,5,OTRA ESPECIFIQUE,01INMD5040,1813745,CALLE INDEPENDENCIA DE MÉXICO,1813746,CALLE 20 DE NOVIEMBRE,1813747,AVENIDA HEROE DE NACOZARI,1813748,CALLE CORONEL JESÚS R. MACÍAS,410,,0,,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,71.0,GREMIAL,20030,,21.891834,-102.285252,2.0,PRIVADO,1.0,PRIVADO,1.0,INICIATIVA PRIVADA,3.0,SOCIEDAD CIVIL,0.0,,0.0,,0.0,9999,SERVICIO EDUCATIVO,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,,,01ADG0009F,,01FCJ0003V,,MATUTINO,,,1.0,INICIAL,1.0,INICIAL,1.0,LACTANTE Y MATERNAL,0.0,NO APLICA,0.0,NO APLICA,,,9999.0
01FIC0106B,CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE TEMAZCAL,19,CENTROS DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE,1,AGUASCALIENTES,1,ACTIVO,0,,0,,01INM03F61,55228,NINGUNO NINGUNO,588657,NINGUNO NINGUNO,55228,NINGUNO NINGUNO,322100,NINGUNO NINGUNO,0,DOMICILIO CONOCIDO,0,,1,AGUASCALIENTES,3,CALVILLO,90,TEMAZCAL,1.0,NINGUNO,0,,22.00633,-102.717382,1.0,PÚBLICO,1.0,FEDERAL,1.0,PRESIDENCIA DE LA REPÚBLICA,2.0,SECRETARÍA DE EDUCACIÓN PÚBLICA,6.0,ORGANISMOS DESCENTRALIZADOS DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA,9.0,CONSEJO NACIONAL DE FOMENTO EDUCATIVO,0.0,F77,EDUCACION INICIAL NO ESCOLARIZADO COMUNITARIA,1,PRESIDENCIA DE LA REPÚBLICA,2,SECRETARÍA DE EDUCACIÓN PÚBLICA,6,ORGANISMOS DESCENTRALIZADOS DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA,9,CONSEJO NACIONAL DE FOMENTO EDUCATIVO,0,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,,,,,,,,,DISCONTINUO,,,,,,,,,,,,,,,
01FIC0120V,CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE GENERAL IGNACIO ZARAGOZA (VENADERO),19,CENTROS DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE,1,AGUASCALIENTES,1,ACTIVO,0,,0,,01INME84E4,2063793,NINGUNO NINGUNO,2063795,NINGUNO NINGUNO,2063793,NINGUNO NINGUNO,2063794,NINGUNO NINGUNO,0,DOMICILIO CONOCIDO,0,,1,AGUASCALIENTES,5,JESÚS MARÍA,33,GENERAL IGNACIO ZARAGOZA (VENADERO),1.0,NINGUNO,20990,,21.88307,-102.465181,1.0,PÚBLICO,1.0,FEDERAL,1.0,PRESIDENCIA DE LA REPÚBLICA,2.0,SECRETARÍA DE EDUCACIÓN PÚBLICA,6.0,ORGANISMOS DESCENTRALIZADOS DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA,9.0,CONSEJO NACIONAL DE FOMENTO EDUCATIVO,0.0,F77,EDUCACION INICIAL NO ESCOLARIZADO COMUNITARIA,1,PRESIDENCIA DE LA REPÚBLICA,2,SECRETARÍA DE EDUCACIÓN PÚBLICA,6,ORGANISMOS DESCENTRALIZADOS DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA,9,CONSEJO NACIONAL DE FOMENTO EDUCATIVO,0,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,,,,,,,,,DISCONTINUO,,,,,,,,,,,,,,,
01DPR0727W,DISTRIBUIDORES NISSAN NUM. 95,9,ESCUELA,1,AGUASCALIENTES,1,ACTIVO,0,,0,,01INMDD15E,1945961,AVENIDA SANTA FE,1945962,AVENIDA JUAN ANTONIO REYES,1945963,CALLE SAN EDUARDO PONIENTE,1945964,AVENIDA SAN JORGE,0,SN,0,,1,AGUASCALIENTES,11,SAN FRANCISCO DE LOS ROMO,19,URBIVILLA DEL VERGEL [FRACCIONAMIENTO],1.0,NINGUNO,20355,,22.028892,-102.276295,1.0,PÚBLICO,5.0,FEDERAL TRANSFERIDO,1.0,PRESIDENCIA DE LA REPÚBLICA,2.0,SECRETARÍA DE EDUCACIÓN PÚBLICA,0.0,,0.0,,0.0,9999,SERVICIO EDUCATIVO,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,,,01ADG0026W,01FJS0001Y,01FIZ0004P,,MATUTINO,,,2.0,BÁSICA,2.0,PRIMARIA,1.0,GENERAL,0.0,NO APLICA,0.0,NO APLICA,,,9999.0
01EJN0002C,ENRIQUE OLIVARES SANTANA,9,ESCUELA,1,AGUASCALIENTES,0,INACTIVO,3,CAUSAS ADMINISTRATIVAS,5,OTRA ESPECIFIQUE,01INM91EA4,1266782,CALLE MIGUEL RUELAS,1301105,CALLE BENITO DIAZ,1335428,CALLE MAR DE GALILEA,1369751,CALLE BENJAMIN DE LA MORA,810,,0,,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,144.0,OLIVARES SANTANA,20010,,21.893686,-102.315969,1.0,PÚBLICO,2.0,ESTATAL,1.0,GOBIERNO DEL ESTADO,3.0,DIF ESTATAL,0.0,,0.0,,0.0,9999,SERVICIO EDUCATIVO,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,,,,01ADG0010V,01FJZ0003F,01FZP0033U,,MATUTINO,,,2.0,BÁSICA,1.0,PREESCOLAR,1.0,GENERAL,0.0,NO APLICA,0.0,NO APLICA,,,9999.0
01PJN0082K,CENTRO ESCOLAR TLAHUILLI A.C.,9,ESCUELA,1,AGUASCALIENTES,1,ACTIVO,0,,0,,01INM91FAC,1267046,CALLE VALLE NACIONAL,1301369,CALLE VALLE DEL ORO,1335692,CALLE VALLE DE AGUASCALIENTES,1370015,CALLE AQUILES ELOURDUY,108,,0,,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,904.0,VALLE DEL RIO SAN PEDRO,20064,,21.881326,-102.318674,2.0,PRIVADO,1.0,PRIVADO,1.0,INICIATIVA PRIVADA,1.0,ASOCIACIÓN CIVIL,0.0,,0.0,,0.0,9999,SERVICIO EDUCATIVO,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,,HTTP://TLAHUILLI.EDU.MX/,01ADG0009F,01FJZ0003F,01FZP0041C,,MATUTINO,,,2.0,BÁSICA,1.0,PREESCOLAR,1.0,GENERAL,0.0,NO APLICA,0.0,NO APLICA,,,9999.0
